Period,Campaign,Reach,Sample,Sample_subcategory,Sample_category,d13C_vs_VPDB,X15N_calib_vs_air,C_N,Season,Period_Season
After,Oct'17,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.18,11.85,5.80119282025877,Autumn,After_Autumn
After,Oct'17,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.89,12.16,5.69321314493128,Autumn,After_Autumn
After,Oct'17,Impact,Anguilla anguilla M,Top-predator,Fish,-25.26,11.71,3.96507708024971,Autumn,After_Autumn
After,Oct'17,Control,Anguilla anguilla M,Top-predator,Fish,-26.56,9.06,5.36275082141813,Autumn,After_Autumn
After,Oct'17,Control,Anguilla anguilla M,Top-predator,Fish,-25.89,7.6,4.36871059934795,Autumn,After_Autumn
Before,Oct'16,Control,Anguilla anguilla M,Top-predator,Fish,-24.36089603,10.18247195,3.56106628335925,Autumn,Before_Autumn
Before,Oct'16,Impact,Anguilla anguilla M,Top-predator,Fish,-24.66,8.93,3.4592104825043,Autumn,Before_Autumn
Before,Jan'17,Impact,Biofilm,Biofilm,Resource,-27.74799888,5.879168921,7.27980158159193,Winter,Before_Winter
Before,Jan'17,Impact,Biofilm,Biofilm,Resource,-29.1164705,6.803605869,6.48768517389949,Winter,Before_Winter
Before,Jan'17,Impact,Rubus A,AqCPOM,Resource,-29.18357238,-1.217800197,32.928412864667,Winter,Before_Winter
Before,Jan'17,Impact,Platanus A,AqCPOM,Resource,-30.29685353,0.288763354,51.2477118413714,Winter,Before_Winter
Before,Jan'17,Impact,Quercus A,AqCPOM,Resource,-28.44443503,-0.116237548,44.1584723389213,Winter,Before_Winter
Before,Jan'17,Impact,Corylus A,AqCPOM,Resource,-30.34870498,-0.11524246,29.1915953880411,Winter,Before_Winter
Before,Jan'17,Impact,Salix A,AqCPOM,Resource,-29.24965756,2.631201001,47.8981664390687,Winter,Before_Winter
Before,Jan'17,Impact,Castanea A,AqCPOM,Resource,-30.47782526,-1.171031051,43.5005862378323,Winter,Before_Winter
Before,Jan'17,Impact,Alnus A,AqCPOM,Resource,-29.70513697,-1.716339391,24.5353484251194,Winter,Before_Winter
Before,Jan'17,Impact,FBOM,FBOM,Resource,-25.12695887,2.416261948,9.27808900477615,Winter,Before_Winter
Before,Jan'17,Impact,FBOM,FBOM,Resource,-23.40162725,3.717837327,7.46944662489885,Winter,Before_Winter
Before,Jan'17,Impact,Biofilm,Biofilm,Resource,-26.55033203,5.719954807,6.99299451126296,Winter,Before_Winter
Before,Jan'17,Impact,Biofilm,Biofilm,Resource,-25.81932824,5.717964631,6.27854914762051,Winter,Before_Winter
Before,Jan'17,Impact,Alnus A,AqCPOM,Resource,-28.81247866,-1.581007394,21.1126485731727,Winter,Before_Winter
Before,Jan'17,Impact,Corylus A,AqCPOM,Resource,-30.56627774,-0.045586285,34.4138032952874,Winter,Before_Winter
Before,Jan'17,Impact,Rubus A,AqCPOM,Resource,-32.47054769,0.110642564,20.3633309398544,Winter,Before_Winter
Before,Jan'17,Impact,Platanus A,AqCPOM,Resource,-29.11138703,0.526589436,52.7376858375679,Winter,Before_Winter
Before,Jan'17,Impact,Quercus A,AqCPOM,Resource,-28.68234169,-1.558120365,44.2726435948725,Winter,Before_Winter
Before,Jan'17,Impact,Salix A,AqCPOM,Resource,-29.8464576,1.727660906,45.3547830277308,Winter,Before_Winter
Before,Jan'17,Impact,Biofilm,Biofilm,Resource,-26.97836067,4.012383438,6.89963682201197,Winter,Before_Winter
Before,Jan'17,Impact,Biofilm,Biofilm,Resource,-27.69919751,4.363649576,6.82203825746879,Winter,Before_Winter
Before,Jan'17,Impact,Bryophyte,Bryophyte,Resource,-30.75334964,5.349781993,12.2411814468876,Winter,Before_Winter
Before,Jan'17,Impact,Castanea A,AqCPOM,Resource,-30.67201403,-0.428695246,42.5453627688302,Winter,Before_Winter
Before,Jan'17,Impact,Alnus A,AqCPOM,Resource,-30.80113431,-1.804902242,21.7189427482859,Winter,Before_Winter
Before,Jan'17,Impact,Platanus A,AqCPOM,Resource,-28.23702923,-0.136139312,56.1271803503289,Winter,Before_Winter
Before,Jan'17,Impact,Salix A,AqCPOM,Resource,-27.58837774,7.110093038,47.8700117155602,Winter,Before_Winter
Before,Jan'17,Control,FBOM,FBOM,Resource,-27.66087852,2.270805945,13.908776752895,Winter,Before_Winter
Before,Jan'17,Control,FBOM,FBOM,Resource,-27.32262183,1.958878808,12.3772219721689,Winter,Before_Winter
Before,Jan'17,Control,Biofilm,Biofilm,Resource,-27.92193548,3.720174392,7.00720164415385,Winter,Before_Winter
Before,Jan'17,Control,Biofilm,Biofilm,Resource,-27.83051476,3.603946765,7.19444348294878,Winter,Before_Winter
Before,Jan'17,Control,Bryophyte,Bryophyte,Resource,-29.72089224,7.135478519,16.2183775975617,Winter,Before_Winter
Before,Jan'17,Control,Bryophyte,Bryophyte,Resource,-30.26738504,8.606701733,15.8543156902811,Winter,Before_Winter
Before,Jan'17,Control,Quercus A,AqCPOM,Resource,-29.75949211,-0.086528753,37.0162006668157,Winter,Before_Winter
Before,Jan'17,Control,Alnus A,AqCPOM,Resource,-30.77832533,-0.980587425,18.5201675647879,Winter,Before_Winter
Before,Jan'17,Control,Castanea A,AqCPOM,Resource,-30.01547014,0.057514033,37.5778144974328,Winter,Before_Winter
Before,Jan'17,Control,Juglans A,AqCPOM,Resource,-29.4080302,0.403216719,35.1603936400463,Winter,Before_Winter
Before,Jan'17,Control,Rubus A,AqCPOM,Resource,-30.91139327,-1.146484979,24.992186486268,Winter,Before_Winter
Before,Jan'17,Control,Cornus A,AqCPOM,Resource,-30.65439945,-3.511766866,43.7560539849343,Winter,Before_Winter
Before,Jan'17,Control,Platanus A,AqCPOM,Resource,-30.1119698,0.427058284,49.4639587915996,Winter,Before_Winter
Before,Jan'17,Control,FBOM,FBOM,Resource,-27.55523679,2.851944082,12.7853474559106,Winter,Before_Winter
Before,Jan'17,Control,FBOM,FBOM,Resource,-25.89341112,3.352616938,16.9041658705417,Winter,Before_Winter
Before,Jan'17,Control,Biofilm,Biofilm,Resource,-28.7112011,6.861300526,8.03213892111129,Winter,Before_Winter
Before,Jan'17,Control,Biofilm,Biofilm,Resource,-28.94584763,4.372837222,6.85752167715592,Winter,Before_Winter
Before,Jan'17,Control,Bryophyte,Bryophyte,Resource,-31.89568977,3.748982949,16.6686913989478,Winter,Before_Winter
Before,Jan'17,Control,Bryophyte,Bryophyte,Resource,-31.1175978,3.722161189,15.1229449495923,Winter,Before_Winter
Before,Jan'17,Control,Rubus A,AqCPOM,Resource,-31.67323267,1.394628446,20.559123117486,Winter,Before_Winter
Before,Jan'17,Control,Alnus A,AqCPOM,Resource,-29.48218257,-0.955752462,19.3442323197213,Winter,Before_Winter
Before,Jan'17,Control,Castanea A,AqCPOM,Resource,-30.02156486,-1.130590603,37.6577820323682,Winter,Before_Winter
Before,Jan'17,Control,Juglans A,AqCPOM,Resource,-28.72440631,0.679381509,34.8317718978224,Winter,Before_Winter
Before,Jan'17,Control,Platanus A,AqCPOM,Resource,-29.12564173,-0.320970805,42.3663356430213,Winter,Before_Winter
Before,Jan'17,Control,Salix A,AqCPOM,Resource,-29.47710364,5.976182441,45.1158196337205,Winter,Before_Winter
Before,Jan'17,Control,FBOM,FBOM,Resource,-26.94779684,1.678740424,12.2748037590276,Winter,Before_Winter
Before,Jan'17,Control,FBOM,FBOM,Resource,-27.26167467,2.586706676,12.2938116498427,Winter,Before_Winter
Before,Jan'17,Control,Biofilm,Biofilm,Resource,-27.86098833,4.50893282,6.622876194656,Winter,Before_Winter
Before,Jan'17,Control,Biofilm,Biofilm,Resource,-26.66032944,5.35729516,6.57704719902446,Winter,Before_Winter
Before,Jan'17,Control,Bryophyte,Bryophyte,Resource,-31.45890185,3.737062167,13.8929841297628,Winter,Before_Winter
Before,Jan'17,Control,Alnus A,AqCPOM,Resource,-30.63684061,-2.917519741,26.1979037449277,Winter,Before_Winter
Before,Jan'17,Control,Platanus A,AqCPOM,Resource,-29.29240551,-2.379915462,50.2861933023384,Winter,Before_Winter
Before,Jan'17,Control,Cornus A,AqCPOM,Resource,-33.61191252,-2.210794116,20.0105769875413,Winter,Before_Winter
Before,Jan'17,Control,Rubus A,AqCPOM,Resource,-32.90404707,-4.339931064,23.0742759635623,Winter,Before_Winter
Before,Jan'17,Control,Quercus A,AqCPOM,Resource,-28.33500476,-3.684725849,56.013486755237,Winter,Before_Winter
Before,Jan'17,Control,Castanea A,AqCPOM,Resource,-31.08702267,-2.140233554,37.1346036528399,Winter,Before_Winter
Before,Jan'17,Control,Salix A,AqCPOM,Resource,-30.1550847,-0.950784086,31.2622778667231,Winter,Before_Winter
Before,Oct'16,Control,FBOM,FBOM,Resource,-25.29984068,1.538883184,15.3819852710815,Autumn,Before_Autumn
Before,Jan'17,Impact,Salmo trutta M,Top-predator,Fish,-23.48281627,14.34629768,3.44599198644071,Winter,Before_Winter
Before,Jan'17,Impact,Salmo trutta M,Top-predator,Fish,-25.02484259,9.148336305,3.47406306438466,Winter,Before_Winter
Before,Jan'17,Impact,Salmo trutta M,Top-predator,Fish,-25.39456224,10.62002802,3.49214954244289,Winter,Before_Winter
Before,Jan'17,Impact,Salmo trutta M,Top-predator,Fish,-25.54733895,10.55058747,3.37021470657854,Winter,Before_Winter
Before,Jan'17,Impact,Salmo trutta M,Top-predator,Fish,-25.11447159,10.58866777,3.36362646615843,Winter,Before_Winter
Before,Jan'17,Impact,Anguilla anguilla M,Top-predator,Fish,-24.75854562,9.664747728,3.62560969715357,Winter,Before_Winter
Before,Jan'17,Impact,Anguilla anguilla M,Top-predator,Fish,-23.82892945,13.75013303,3.6471984747998,Winter,Before_Winter
Before,Jan'17,Impact,Anguilla anguilla M,Top-predator,Fish,-24.60087944,10.00560698,3.62874953196373,Winter,Before_Winter
Before,Jan'17,Impact,Anguilla anguilla M,Top-predator,Fish,-23.45216871,12.54727423,3.75343369914865,Winter,Before_Winter
Before,Jan'17,Impact,Anguilla anguilla M,Top-predator,Fish,-24.946926,10.88632424,3.64338348966868,Winter,Before_Winter
Before,Jan'17,Impact,Barbatula quignardi M,Unknown,Fish,-25.71785219,11.59168615,3.77978953618808,Winter,Before_Winter
Before,Jan'17,Impact,Barbatula quignardi M,Unknown,Fish,-25.19263952,11.99263909,3.70596509951927,Winter,Before_Winter
Before,Jan'17,Impact,Barbatula quignardi M,Unknown,Fish,-25.23461558,11.3926874,3.7599780278087,Winter,Before_Winter
Before,Jan'17,Impact,Barbatula quignardi M,Unknown,Fish,-25.92261346,11.7020221,3.72695308787119,Winter,Before_Winter
Before,Jan'17,Impact,Barbatula quignardi M,Unknown,Fish,-25.57144788,12.08721275,3.75221932079852,Winter,Before_Winter
Before,Jan'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.42068953,15.80711025,3.70401546191178,Winter,Before_Winter
Before,Jan'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-25.02575909,13.21323045,3.64308914657484,Winter,Before_Winter
Before,Jan'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-23.2576455,14.63873143,3.65302276686867,Winter,Before_Winter
Before,Jan'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.38690392,14.06242316,3.63239735185133,Winter,Before_Winter
Before,Jan'17,Control,Salmo trutta M,Top-predator,Fish,-24.53330822,11.41436053,3.32860758978337,Winter,Before_Winter
Before,Jan'17,Control,Salmo trutta M,Top-predator,Fish,-24.38997533,10.70111747,3.47071483910962,Winter,Before_Winter
Before,Jan'17,Control,Anguilla anguilla M,Top-predator,Fish,-24.82304543,9.28349764,3.63185549476875,Winter,Before_Winter
Before,Jan'17,Control,Anguilla anguilla M,Top-predator,Fish,-25.61751916,11.13458011,3.85871003156922,Winter,Before_Winter
Before,Jan'17,Control,Anguilla anguilla M,Top-predator,Fish,-24.89061665,11.18679265,3.59702159296721,Winter,Before_Winter
Before,Jan'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.40354363,11.93057512,3.7298036608608,Winter,Before_Winter
Before,Jan'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.01347341,12.48521026,3.68532661935083,Winter,Before_Winter
Before,Jan'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-26.72834907,8.550551736,3.82664299502823,Winter,Before_Winter
Before,Jan'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.52435278,11.2902326,4.06119695830896,Winter,Before_Winter
Before,Jan'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.38921034,11.84585288,3.83849352663585,Winter,Before_Winter
Before,Jan'17,Control,Echinogammarus,Shredder,Invertebrate,-27.67741757,2.996319195,5.75971006574461,Winter,Before_Winter
Before,Jan'17,Control,Echinogammarus,Shredder,Invertebrate,-27.4736801,3.062323732,5.59753865921954,Winter,Before_Winter
Before,Jan'17,Control,Echinogammarus,Shredder,Invertebrate,-27.63339389,3.073160297,5.88061571144412,Winter,Before_Winter
Before,Jan'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-27.12660974,6.913245158,5.28869355209493,Winter,Before_Winter
Before,Jan'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-27.6190606,4.730169722,4.63157649418917,Winter,Before_Winter
Before,Jan'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-26.86861054,6.180299254,4.91060571151412,Winter,Before_Winter
Before,Jan'17,Control,Ephemera,Collector-gatherer,Invertebrate,-27.3610614,4.161742589,4.73691667806788,Winter,Before_Winter
Before,Jan'17,Control,Ephemera,Collector-gatherer,Invertebrate,-27.14606206,4.728199437,4.84055608902037,Winter,Before_Winter
Before,Jan'17,Control,Ephemera,Collector-gatherer,Invertebrate,-26.37104065,4.051406646,4.41876842715879,Winter,Before_Winter
Before,Jan'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-27.53101326,3.703651398,4.66639022977797,Winter,Before_Winter
Before,Jan'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-27.32625198,3.537162342,4.73578644257088,Winter,Before_Winter
Before,Jan'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-27.47777532,3.579523463,4.55054007302356,Winter,Before_Winter
Before,Jan'17,Control,Atherix,Predator,Invertebrate,-26.67920636,6.935903432,5.05105294441493,Winter,Before_Winter
Before,Jan'17,Control,Atherix,Predator,Invertebrate,-28.05008308,5.696594362,5.65513111226464,Winter,Before_Winter
Before,Jan'17,Control,Atherix,Predator,Invertebrate,-27.47675152,7.39300948,5.11088336669271,Winter,Before_Winter
Before,Jan'17,Control,Leuctra,Shredder,Invertebrate,-27.48698958,5.006009578,4.98252277564565,Winter,Before_Winter
Before,Jan'17,Control,Leuctra,Shredder,Invertebrate,-27.81767904,2.800275868,4.81025748099973,Winter,Before_Winter
Before,Jan'17,Control,Leuctra,Shredder,Invertebrate,-28.0859163,3.368703001,4.82236620160123,Winter,Before_Winter
Before,Jan'17,Control,Simuliidae,Collector-filterer,Invertebrate,-26.58706379,5.2670723,4.6165847996967,Winter,Before_Winter
Before,Jan'17,Control,Baetis,Collector-gatherer,Invertebrate,-29.47829296,4.048451219,4.441453728873,Winter,Before_Winter
Before,Jan'17,Control,Baetis,Collector-gatherer,Invertebrate,-29.52948328,4.559740096,4.49579944228833,Winter,Before_Winter
Before,Jan'17,Control,Rhyacophila,Predator,Invertebrate,-27.72784681,6.539402627,4.94089636589573,Winter,Before_Winter
Before,Jan'17,Control,Onychogomphus,Predator,Invertebrate,-27.53245221,5.742036263,4.84610631662574,Winter,Before_Winter
Before,Jan'17,Control,Onychogomphus,Predator,Invertebrate,-27.12334476,5.438937992,4.13429218435254,Winter,Before_Winter
Before,Jan'17,Control,Onychogomphus,Predator,Invertebrate,-26.190132,6.015419016,4.13056831115921,Winter,Before_Winter
Before,Jan'17,Control,Cordulegaster,Predator,Invertebrate,-27.12843316,5.118010412,4.21368453935693,Winter,Before_Winter
Before,Jan'17,Control,Cordulegaster,Predator,Invertebrate,-26.4628703,8.002396566,4.50009558892568,Winter,Before_Winter
Before,Jan'17,Control,Cordulegaster,Predator,Invertebrate,-26.25322818,7.885515534,4.33055571018118,Winter,Before_Winter
Before,Jan'17,Control,Sericostoma,Shredder,Invertebrate,-28.73738558,4.39097077,6.42865845589331,Winter,Before_Winter
Before,Jan'17,Control,Sericostoma,Shredder,Invertebrate,-28.86561329,3.29248717,6.54160429385971,Winter,Before_Winter
Before,Jan'17,Control,Sericostoma,Shredder,Invertebrate,-29.08848525,3.231075102,6.481038695409,Winter,Before_Winter
Before,Jan'17,Control,Perla,Predator,Invertebrate,-28.1858029,4.713879385,4.10609127353743,Winter,Before_Winter
Before,Jan'17,Control,Perla,Predator,Invertebrate,-27.45612619,5.392383683,4.08941778234272,Winter,Before_Winter
Before,Jan'17,Control,Boyeria,Predator,Invertebrate,-27.08161987,8.325305181,5.45283263300327,Winter,Before_Winter
Before,Jan'17,Control,Boyeria,Predator,Invertebrate,-27.52329308,4.387999219,4.53771733748702,Winter,Before_Winter
Before,Jan'17,Control,Physa,Scraper,Invertebrate,-25.78102456,8.820563792,4.73724647088394,Winter,Before_Winter
Before,Jan'17,Control,Halesus,Shredder,Invertebrate,-29.78457852,2.475310461,8.27757731504503,Winter,Before_Winter
Before,Jan'17,Control,Halesus,Shredder,Invertebrate,-29.27268537,1.742327715,7.10957626384922,Winter,Before_Winter
Before,Jan'17,Control,Epeorus,Scraper,Invertebrate,-30.77376369,5.585534541,5.31525920900684,Winter,Before_Winter
Before,Jan'17,Control,Epeorus,Scraper,Invertebrate,-31.62149131,4.485069906,4.4007495818955,Winter,Before_Winter
Before,Jan'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-27.90899388,4.550444043,4.07339851071257,Winter,Before_Winter
Before,Jan'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.40867487,4.527662147,4.24789090359117,Winter,Before_Winter
Before,Jan'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.47482408,4.436534563,4.27391406837921,Winter,Before_Winter
Before,Jan'17,Control,Rhithrogena,Collector-gatherer,Invertebrate,-28.58778659,4.477145769,4.03293556883544,Winter,Before_Winter
Before,Jan'17,Control,Rhithrogena,Collector-gatherer,Invertebrate,-27.4245781,1.174761347,4.52452890047008,Winter,Before_Winter
Before,Jan'17,Control,Oligochaeta,Collector-gatherer,Invertebrate,-28.85645416,11.32161978,6.31655521809862,Winter,Before_Winter
Before,Jan'17,Control,Setodes,Collector-gatherer,Invertebrate,-28.53792026,9.192998268,6.15203223513547,Winter,Before_Winter
Before,Jan'17,Control,Setodes,Collector-gatherer,Invertebrate,-27.89983476,2.912128556,5.64862257299606,Winter,Before_Winter
Before,Jan'17,Control,Echinogammarus,Shredder,Invertebrate,-27.77262474,3.874911297,5.66722411871675,Winter,Before_Winter
Before,Jan'17,Control,Echinogammarus,Shredder,Invertebrate,-28.35982622,3.165700965,5.98169827305231,Winter,Before_Winter
Before,Jan'17,Control,Echinogammarus,Shredder,Invertebrate,-26.27867018,5.690529367,4.61170771015984,Winter,Before_Winter
Before,Jan'17,Control,Simuliidae,Collector-filterer,Invertebrate,-27.57417709,3.80953716,5.14890087937342,Winter,Before_Winter
Before,Jan'17,Control,Ephemera,Collector-gatherer,Invertebrate,-27.7074932,3.866987159,5.46511804545143,Winter,Before_Winter
Before,Jan'17,Control,Ephemera,Collector-gatherer,Invertebrate,-27.23020118,3.320221652,4.44313804779905,Winter,Before_Winter
Before,Jan'17,Control,Ephemera,Collector-gatherer,Invertebrate,-27.63625559,5.362668166,4.71555680620672,Winter,Before_Winter
Before,Jan'17,Control,Atherix,Predator,Invertebrate,-27.76143025,6.744439692,5.60156368687561,Winter,Before_Winter
Before,Jan'17,Control,Atherix,Predator,Invertebrate,-28.30894221,5.187346618,4.69119969950939,Winter,Before_Winter
Before,Jan'17,Control,Atherix,Predator,Invertebrate,-30.90300907,2.751664766,4.97149577078363,Winter,Before_Winter
Before,Jan'17,Control,Protonemura,Shredder,Invertebrate,-28.68039549,1.246078587,5.46109819146687,Winter,Before_Winter
Before,Jan'17,Control,Limnius,Collector-gatherer- Scraper,Invertebrate,-30.00948585,4.179000084,4.37767035612104,Winter,Before_Winter
Before,Jan'17,Control,Baetis,Collector-gatherer,Invertebrate,-29.91585927,4.14136043,4.49148374282106,Winter,Before_Winter
Before,Jan'17,Control,Baetis,Collector-gatherer,Invertebrate,-27.27497911,4.31965353,4.99270975117279,Winter,Before_Winter
Before,Jan'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-27.32484544,4.053204397,4.83531842609903,Winter,Before_Winter
Before,Jan'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-27.55891189,3.946228537,4.79809698804173,Winter,Before_Winter
Before,Jan'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-27.97921382,3.940285434,4.91899664351685,Winter,Before_Winter
Before,Jan'17,Control,Leuctra,Shredder,Invertebrate,-28.14102497,3.764963885,4.84154247518537,Winter,Before_Winter
Before,Jan'17,Control,Leuctra,Shredder,Invertebrate,-26.63485826,6.058011257,4.73016171598571,Winter,Before_Winter
Before,Jan'17,Control,Oligochaeta,Collector-gatherer,Invertebrate,-31.7965323,5.087304378,4.84491307956054,Winter,Before_Winter
Before,Jan'17,Control,Epeorus,Scraper,Invertebrate,-29.82582943,5.536862543,4.22113375818389,Winter,Before_Winter
Before,Jan'17,Control,Epeorus,Scraper,Invertebrate,-31.11507558,6.844524055,4.23289348423697,Winter,Before_Winter
Before,Jan'17,Control,Epeorus,Scraper,Invertebrate,-26.93504165,8.21687202,4.34901806595674,Winter,Before_Winter
Before,Jan'17,Control,Physa,Scraper,Invertebrate,-29.57414393,4.105799182,4.04365109879794,Winter,Before_Winter
Before,Jan'17,Control,Perla,Predator,Invertebrate,-28.80778725,5.55577089,4.17283576840612,Winter,Before_Winter
Before,Jan'17,Control,Perla,Predator,Invertebrate,-28.84271503,5.828449166,3.99263633097932,Winter,Before_Winter
Before,Jan'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-29.23102981,5.146753476,3.92630158460522,Winter,Before_Winter
Before,Jan'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-29.36560451,4.930800243,3.98434588653859,Winter,Before_Winter
Before,Jan'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.24791542,5.769733771,4.76931657332754,Winter,Before_Winter
Before,Jan'17,Control,Onychogomphus,Predator,Invertebrate,-28.08663124,6.496212389,4.47770377836284,Winter,Before_Winter
Before,Jan'17,Control,Onychogomphus,Predator,Invertebrate,-28.08765852,6.086199799,4.51847702630319,Winter,Before_Winter
Before,Jan'17,Control,Onychogomphus,Predator,Invertebrate,-26.9638057,8.260659773,4.09350945106039,Winter,Before_Winter
Before,Jan'17,Control,Cordulegaster,Predator,Invertebrate,-27.36650251,6.825615708,4.31124615249343,Winter,Before_Winter
Before,Jan'17,Control,Cordulegaster,Predator,Invertebrate,-28.04040329,9.037892377,5.09667915538455,Winter,Before_Winter
Before,Jan'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-28.81600555,5.17461841,4.53658459553227,Winter,Before_Winter
Before,Jan'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-28.96393499,5.720970138,4.27598022853488,Winter,Before_Winter
Before,Jan'17,Control,Hyporhyacophila,Predator,Invertebrate,-27.80618168,6.684300689,4.10222596040931,Winter,Before_Winter
Before,Jan'17,Control,Calopteryx,Predator,Invertebrate,-29.20021118,4.837253682,3.95323380880149,Winter,Before_Winter
Before,Jan'17,Control,Rhithrogena,Collector-gatherer,Invertebrate,-29.0810458,5.043255153,4.02451835752553,Winter,Before_Winter
Before,Jan'17,Control,Rhithrogena,Collector-gatherer,Invertebrate,-27.14152649,6.955983789,4.03810133014498,Winter,Before_Winter
Before,Jan'17,Control,Cordulegaster,Predator,Invertebrate,-28.65163951,8.029778897,6.0374399669932,Winter,Before_Winter
Before,Jan'17,Control,Odontocerum,Shredder,Invertebrate,-30.78223434,2.684687584,7.53315903141285,Winter,Before_Winter
Before,Jan'17,Control,Sericostoma,Shredder,Invertebrate,-29.76521945,7.382914374,7.04794722407863,Winter,Before_Winter
Before,Jan'17,Control,Setodes,Collector-gatherer,Invertebrate,-30.83359873,0.933177491,5.59128827598434,Winter,Before_Winter
Before,Jan'17,Control,Halesus,Shredder,Invertebrate,-30.27989062,1.570090252,5.59693445234663,Winter,Before_Winter
Before,Jan'17,Control,Halesus,Shredder,Invertebrate,-28.73895897,3.649013311,5.13752772277469,Winter,Before_Winter
Before,Jan'17,Control,Echinogammarus,Shredder,Invertebrate,-29.27006675,3.315629288,5.56982194210327,Winter,Before_Winter
Before,Jan'17,Control,Echinogammarus,Shredder,Invertebrate,-27.93356536,2.329409684,5.61131687454576,Winter,Before_Winter
Before,Jan'17,Control,Echinogammarus,Shredder,Invertebrate,-29.26082116,3.806251149,5.15223364036527,Winter,Before_Winter
Before,Jan'17,Control,Ephemera,Collector-gatherer,Invertebrate,-27.79282693,5.816507052,4.31414213730633,Winter,Before_Winter
Before,Jan'17,Control,Ephemera,Collector-gatherer,Invertebrate,-28.68348543,5.060173148,4.87539057594778,Winter,Before_Winter
Before,Jan'17,Control,Ephemera,Collector-gatherer,Invertebrate,-28.34037132,8.176069797,4.5255700397582,Winter,Before_Winter
Before,Jan'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-28.57459293,7.498354812,4.50987446199984,Winter,Before_Winter
Before,Jan'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-28.41639061,7.026641298,4.50897403375478,Winter,Before_Winter
Before,Jan'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-29.12932832,4.023199559,4.48592996046095,Winter,Before_Winter
Before,Jan'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-28.97934431,4.177451868,4.79320097179868,Winter,Before_Winter
Before,Jan'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-29.12213731,3.838096787,4.49171030573254,Winter,Before_Winter
Before,Jan'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-29.68406372,4.889002843,4.71607330026491,Winter,Before_Winter
Before,Jan'17,Control,Atherix,Predator,Invertebrate,-29.9039033,4.9158726,4.95294928682678,Winter,Before_Winter
Before,Jan'17,Control,Atherix,Predator,Invertebrate,-28.36091707,5.179594291,4.40523623968092,Winter,Before_Winter
Before,Jan'17,Control,Atherix,Predator,Invertebrate,-30.23674454,4.937766477,4.76290046180005,Winter,Before_Winter
Before,Jan'17,Control,Baetis,Collector-gatherer,Invertebrate,-30.8870177,4.878055905,4.51903259073604,Winter,Before_Winter
Before,Jan'17,Control,Baetis,Collector-gatherer,Invertebrate,-30.42782006,5.177603938,4.42142012827753,Winter,Before_Winter
Before,Jan'17,Control,Leuctra,Shredder,Invertebrate,-29.80528368,3.608211088,4.81460331573468,Winter,Before_Winter
Before,Jan'17,Control,Leuctra,Shredder,Invertebrate,-32.36631208,7.158999731,4.21901934151465,Winter,Before_Winter
Before,Jan'17,Control,Epeorus,Scraper,Invertebrate,-33.43263679,6.005590528,4.93665713645032,Winter,Before_Winter
Before,Jan'17,Control,Epeorus,Scraper,Invertebrate,-30.92605463,1.570090252,4.97553564948943,Winter,Before_Winter
Before,Jan'17,Control,Limnius,Collector-gatherer- Scraper,Invertebrate,-28.8213252,4.405603435,4.09301388002423,Winter,Before_Winter
Before,Jan'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.77476223,4.804342953,4.16668847927442,Winter,Before_Winter
Before,Jan'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.65025689,4.524630156,4.26746546862825,Winter,Before_Winter
Before,Jan'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.17652929,4.091174511,4.55985384659584,Winter,Before_Winter
